Date;Brent 1M
20140127;106,69
20140128;107,41
20140129;107,85
20140130;107,95
20140131;106,4
20140203;106,04
20140204;105,78
20140205;106,25
20140206;107,19
20140207;109,57
20140210;108,63
20140211;108,68
20140212;108,35
20140213;108,52
20140214;109,08
20140217;109,18
20140218;110,46
20140219;110,47
20140220;110,3
20140221;109,85
20140224;110,64
20140225;109,51
20140226;109,52
20140227;108,96
20140228;109,07
20140303;111,2
20140304;109,3
20140305;107,76
20140306;108,1
20140307;109
20140310;108,08
20140311;108,55
20140312;107,35
20140313;106,92
20140314;108,21
20140317;106,24
20140318;106,79
20140319;105,85
20140320;106,45
20140321;106,92
20140324;106,81
20140325;106,99
20140326;107,03
20140327;107,83
20140328;108,07
20140331;107,76
20140401;105,62
20140402;104,79
20140403;106,15
20140404;106,72
20140407;105,82
20140408;107,67
20140409;107,95
20140410;107,52
20140411;107,4
20140414;109,07
20140415;109,36
20140416;109,6
20140417;109,53
20140422;109,27
20140423;109,11
20140424;110,33
20140425;109,58
20140428;108,12
20140429;108,98
20140430;108,07
20140501;107,76
20140502;108,59
20140505;107,72
20140506;106,49
20140507;107,61
20140508;107,49
20140509;107,28
20140512;107,79
20140513;108,54
20140514;109,31
20140515;109,09
20140516;109,75
20140519;109,37
20140520;109,69
20140521;110,55
20140522;110,36
20140523;110,54
20140526;110,32
20140527;110,02
20140528;109,81
20140529;109,97
20140530;109,41
20140602;108,83
20140603;108,82
20140604;108,4
20140605;108,79
20140606;108,61
20140609;109,99
20140610;108,86
20140611;109,37
20140612;112,42
20140613;112,46
20140616;112,94
20140617;113,45
20140618;114,26
20140619;115,06
20140620;114,81
20140623;114,12
20140624;114,46
20140625;114
20140626;113,21
20140627;113,3
20140630;112,36
20140701;112,29
20140702;111,24
20140703;111
20140704;110,64
20140707;110,24
20140708;109,06
20140709;108,47
20140710;109,01
20140711;107,26
20140714;107,71
20140715;106,88
20140716;107,17
20140717;107,89
20140718;107,24
20140721;107,68
20140722;107,33
20140723;108,03
20140724;107,07
20140725;108,39
20140728;107,57
20140729;107,72
20140730;106,51
20140731;106,02
20140801;104,84
20140804;105,41
20140805;105,25
20140806;105,27
20140807;106,08
20140808;105,62
20140811;105,39
20140812;103,89
20140813;105,06
20140814;102,07
20140815;103,53
20140818;101,6
20140819;101,56
20140820;102,28
20140821;102,63
20140822;102,29
20140825;102,65
20140826;102,5
20140827;102,72
20140828;102,46
20140829;103,19
20140901;102,79
20140902;100,96
20140903;103,34
20140904;102,3
20140905;101,4
20140908;100,86
20140909;99,93
20140910;98,78
20140911;98,86
20140912;97,96
20140915;97,88
20140916;99,05
20140917;98,97
20140918;97,7
20140919;98,39
20140922;96,97
20140923;96,85
20140924;96,95
20140925;97
20140926;97
20140929;97,2
20140930;94,67
20141001;94,16
20141002;93,42
20141003;92,31
20141006;92,79
20141007;92,57
20141008;91,79
20141009;90,37
20141010;90,58
20141013;89,41
20141014;85,41
20141015;84,12
20141016;85,82
20141017;86,16
20141020;85,4
20141021;86,22
20141022;84,71
20141023;86,83
20141024;86,13
20141027;85,83
20141028;86,03
20141029;87,12
20141030;86,24
20141031;85,86
20141103;84,78
20141104;83,38
20141105;83,52
20141106;83,46
20141107;83,97
20141110;82,95
20141111;82,39
20141112;81,12
20141113;77,49
20141114;79,41
20141117;79,31
20141118;78,47
20141119;78,1
20141120;79,33
20141121;80,36
20141124;79,68
20141125;78,33
20141126;77,75
20141127;72,58
20141128;70,15
20141201;72,54
20141202;70,54
20141203;69,92
20141204;69,64
20141205;69,07
20141208;66,19
20141209;67,22
20141210;64,56
20141211;63,99
20141212;62,15
20141215;61,21
20141216;60,01
20141217;61,18
20141218;59,27
20141219;61,38
20141222;60,11
20141223;61,69
20141224;60,24
20141229;57,88
20141230;57,9
20141231;57,33
20150102;56,42
20150105;53,11
20150106;51,1
20150107;52,17
20150108;52,03
20150109;51,3
20150112;48,7
20150113;47,82
20150114;49,86
20150115;48,27
20150116;50,17
20150119;48,84
20150120;47,99
20150121;49,03
20150122;48,52
20150123;48,79
20150126;48,16
20150127;49,6
20150128;48,47
20150129;49,13
20150130;52,99
20150202;54,75
20150203;57,91
20150204;54,16
20150205;56,57
20150206;57,8
20150209;58,34
20150210;56,43
20150211;55,92
20150212;59,28
20150213;61,52
20150216;61,4
20150217;62,53
20150218;60,53
20150219;60,21
20150220;60,22
20150223;58,9
20150224;58,66
20150225;61,63
20150226;60,05
20150227;62,58
20150302;59,54
20150303;61,02
20150304;60,55
20150305;60,48
20150306;59,73
20150309;58,53
20150310;56,39
20150311;57,88
20150312;57,28
20150313;55,01
20150316;53,94
20150317;53,51
20150318;55,91
20150319;54,43
20150320;55,32
20150323;55,92
20150324;55,11
20150325;56,48
20150326;59,19
20150327;56,41
20150330;56,29
20150331;55,11
20150401;57,1
20150402;54,95
20150407;59,1
20150408;55,55
20150409;57,69
20150410;58,95
20150413;59,04
20150414;59,81
20150415;63,32
20150416;63,98
20150417;63,45
20150420;63,45
20150421;62,08
20150422;62,73
20150423;64,85
20150424;65,28
20150427;64,83
20150428;64,64
20150429;65,84
20150430;66,78
20150501;66,46
20150504;66,45
20150505;67,52
20150506;67,77
20150507;65,54
20150508;65,39
20150511;64,91
20150512;66,86
20150513;67,27
20150514;66,7
20150515;66,81
20150518;66,27
20150519;64,02
20150520;65,03
20150521;66,54
20150522;65,37
20150525;65,52
20150526;63,72
20150527;62,06
20150528;62,58
20150529;65,56
20150601;64,88
20150602;65,49
20150603;63,8
20150604;62,03
20150605;63,31
20150608;62,69
20150609;64,88
20150610;66,37
20150611;65,79
20150612;64,64
20150615;63,95
20150616;63,7
20150617;63,87
20150618;64,26
20150619;63,02
20150622;63,34
20150623;64,45
20150624;63,49
20150625;63,2
20150626;63,26
20150629;62,01
20150630;63,59
20150701;62,01
20150702;62,07
20150703;60,32
20150706;56,54
20150707;56,85
20150708;57,05
20150709;58,61
20150710;58,73
20150713;57,85
20150714;58,51
20150715;57,12
20150716;56,92
20150717;57,1
20150720;56,65
20150721;57,04
20150722;56,13
20150723;55,27
20150724;54,62
20150727;53,47
20150728;53,3
20150729;53,38
20150730;53,31
20150731;52,21
20150803;49,52
20150804;49,99
20150805;49,59
20150806;49,52
20150807;48,61
20150810;50,41
20150811;49,18
20150812;50,18
20150813;49,63
20150814;49,19
20150817;48,74
20150818;48,81
20150819;47,16
20150820;46,62
20150821;45,46
20150824;42,69
20150825;43,21
20150826;43,14
20150827;47,56
20150828;50,05
20150831;54,15
20150901;49,56
20150902;50,5
20150903;50,68
20150904;49,61
20150907;47,63
20150908;49,52
20150909;48,52
20150910;49,85
20150911;49,04
20150914;47,35
20150915;47,75
20150916;49,75
20150917;49,08
20150918;47,47
20150921;48,92
20150922;49,08
20150923;47,75
20150924;48,17
20150925;48,6
20150928;47,34
20150929;48,23
20150930;48,37
20151001;47,69
20151002;48,13
20151005;49,25
20151006;51,92
20151007;51,77
20151008;53,38
20151009;52,91
20151012;50,25
20151013;49,69
20151014;49,69
20151015;49,73
20151016;50,46
20151019;48,61
20151020;48,71
20151021;47,85
20151022;48,08
20151023;47,99
20151026;47,54
20151027;46,81
20151028;49,05
20151029;48,8
20151030;49,56
20151102;48,79
20151103;50,54
20151104;48,58
20151105;47,98
20151106;47,42
20151109;47,19
20151110;47,44
20151112;45,19
20151113;44,47
20151116;44,56
20151117;43,57
20151118;44,14
20151119;44,18
20151120;44,66
20151123;44,83
20151124;46,12
20151125;46,17
20151126;45,46
20151127;44,86
20151130;44,61
20151201;44,44
20151202;42,49
20151203;43,84
20151204;43
20151207;40,73
20151208;40,26
20151209;40,34
20151210;40,13
20151211;38,32
20151214;38,16
20151215;38,73
20151216;37,39
20151217;37,06
20151218;36,88
20151221;36,35
20151222;36,11
20151223;37,36
20151228;36,62
20151229;37,79
20151230;36,46
20160104;37,22
20160105;36,42
20160106;34,63
20160107;34,09
20160108;33,93
20160111;31,88
20160112;30,95
20160113;30,28
20160114;30,88
20160115;28,94
20160118;28,55
20160119;28,76
20160120;27,88
20160121;29,25
20160122;32,18
20160125;30,5
20160126;31,8
20160127;33,93
20160128;34,8
20160129;35,99
20160201;34,24
20160202;32,72
20160203;35,04
20160204;34,46
20160205;34,06
20160208;32,88
20160209;30,32
20160210;30,84
20160211;30,06
20160212;33,36
20160215;33,39
20160216;32,18
20160217;34,5
20160218;34,28
20160219;33,01
20160222;34,69
20160223;33,27
20160224;35,07
20160225;35,7
20160226;35,44
20160229;36,57
20160301;36,81
20160302;36,93
20160303;37,07
20160304;38,72
20160307;40,84
20160308;39,65
20160309;41,07
20160310;40,05
20160311;40,39
20160314;39,53
20160315;38,74
20160316;40,33
20160317;41,54
20160318;41,2
20160321;41,54
20160322;41,79
20160323;40,47
20160324;41,03
20160329;39,85
20160330;40,05
20160331;40,33
20160401;38,67
20160404;37,69
20160405;37,87
20160406;39,84
20160407;39,43
20160408;41,94
20160411;42,83
20160412;44,69
20160413;44,21
20160414;43,8
20160415;43,06
20160418;42,77
20160419;43,85
20160420;45,63
20160421;44,39
20160422;45,07
20160425;44,32
20160426;45,58
20160427;46,93
20160428;47,77
20160429;47,37
20160502;45,83
20160503;44,97
20160504;44,62
20160505;45,01
20160506;45,37
20160509;43,63
20160510;45,52
20160511;47,6
20160512;48,08
20160513;47,83
20160516;48,97
20160517;49,28
20160518;48,93
20160519;48,81
20160520;48,72
20160523;48,35
20160524;48,61
20160525;50,23
20160526;50,17
20160527;49,95
20160530;50,36
20160531;49,89
20160601;49,72
20160602;50,04
20160603;49,64
20160606;50,55
20160607;51,44
20160608;52,51
20160609;51,95
20160610;50,54
20160613;50,35
20160614;49,83
20160615;48,97
20160616;47,19
20160617;49,17
20160620;50,65
20160621;50,62
20160622;49,88
20160623;50,91
20160624;48,41
20160627;47,16
20160628;48,58
20160629;51,32
20160630;49,71
20160701;50,35
20160704;50,1
20160705;47,96
20160706;48,8
20160707;46,4
20160708;46,76
20160711;46,25
20160712;48,47
20160713;46,26
20160714;47,37
20160715;47,61
20160718;46,96
20160719;46,66
20160720;47,17
20160721;46,2
20160722;45,69
20160725;44,72
20160726;44,87
20160727;43,91
20160728;43,23
20160729;43,53
20160801;42,14
20160802;41,8
20160803;43,1
20160804;44,29
20160805;44,27
20160808;45,39
20160809;44,98
20160810;44,05
20160811;46,04
20160812;46,97
20160815;48,35
20160816;49,23
20160817;49,85
20160818;50,89
20160819;50,88
20160822;49,16
20160823;49,96
20160824;49,05
20160825;49,67
20160826;49,92
20160829;49,26
20160830;48,37
20160831;46,89
20160901;45,45
20160902;46,83
20160905;47,63
20160906;47,26
20160907;47,98
20160908;49,99
20160909;48,01
20160912;48,32
20160913;47,1
20160914;45,85
20160915;46,59
20160916;45,77
20160919;45,95
20160920;45,88
20160921;46,83
20160922;47,65
20160923;45,89
20160926;47,35
20160927;45,97
20160928;48,69
20160929;49,81
20160930;50,19
20161003;50,89
20161004;50,87
20161005;51,86
20161006;52,51
20161007;51,93
20161010;53,14
20161011;52,41
20161012;51,81
20161013;52,03
20161014;51,95
20161017;51,52
20161018;51,68
20161019;52,67
20161020;51,38
20161021;51,78
20161024;51,46
20161025;50,79
20161026;51,04
20161027;51,6
20161028;50,68
20161031;48,61
20161101;48,14
20161102;46,86
20161103;46,35
20161104;45,58
20161107;46,15
20161108;46,04
20161109;46,36
20161110;45,84
20161111;44,75
20161114;44,43
20161115;46,95
20161116;46,63
20161117;46,49
20161118;46,86
20161121;48,9
20161122;49,12
20161123;48,95
20161124;49
20161125;47,24
20161128;48,24
20161129;46,38
20161130;51,84
20161201;53,94
20161202;54,46
20161205;54,94
20161206;53,93
20161207;53
20161208;53,89
20161209;54,33
20161212;55,69
20161213;55,72
20161214;53,9
20161215;54,02
20161216;55,21
20161219;54,92
20161220;55,35
20161221;54,46
20161222;55,79
20161223;55,9
20161227;56,83
20161228;56,96
20161229;56,85
20161230;56,82
20170103;55,47
20170104;56,46
20170105;56,89
20170106;57,1
20170109;54,94
20170110;53,64
20170111;55,1
20170112;56,01
20170113;55,45
20170116;55,86
20170117;55,47
20170118;53,92
20170119;54,16
20170120;55,49
20170123;55,23
20170124;55,44
20170125;55,42
20170126;56,49
20170127;55,7
20170130;55,32
20170131;55,58
20170201;56,8
20170202;56,56
20170203;56,81
20170206;55,72
20170207;55,05
20170208;55,12
20170209;55,63
20170210;56,7
20170213;55,59
20170214;55,97
20170215;55,75
20170216;55,65
20170217;55,81
20170220;56,18
20170221;56,66
20170222;56,04
20170223;56,82
20170224;56,31
20170227;56,42
20170228;56,51
20170301;56,36
20170302;55,08
20170303;55,9
20170306;56,01
20170307;55,92
20170308;53,11
20170309;52,19
20170310;51,37
20170313;51,35
20170314;50,92
20170315;51,81
20170316;51,74
20170317;51,76
20170320;51,62
20170321;50,96
20170322;50,64
20170323;50,56
20170324;50,8
20170327;50,75
20170328;51,33
20170329;52,54
20170330;53,13
20170331;53,53
20170403;53,12
20170404;54,17
20170405;54,36
20170406;54,89
20170407;55,24
20170410;55,98
20170411;56,23
20170412;55,86
20170413;55,89
20170418;54,89
20170419;52,93
20170420;52,99
20170421;51,96
20170424;51,6
20170425;52,1
20170426;52,41
20170427;51,82
20170428;52,05
20170502;50,46
20170503;50,79
20170504;48,38
20170505;49,1
20170508;49,34
20170509;48,73
20170510;50,22
20170511;50,77
20170512;50,84
20170515;51,82
20170516;51,65
20170517;52,21
20170518;52,51
20170519;53,61
20170522;53,87
20170523;54,15
20170524;53,96
20170525;51,46
20170526;52,15
20170529;52,29
20170530;51,84
20170531;50,76
20170601;50,63
20170602;49,95
20170605;49,47
20170606;50,12
20170607;48,06
20170608;47,86
20170609;48,15
20170612;48,29
20170613;48,72
20170614;47
20170615;46,92
20170616;47,37
20170619;46,91
20170620;46,02
20170621;44,82
20170622;45,22
20170623;45,54
20170626;45,83
20170627;46,65
20170628;47,54
20170629;47,63
20170630;48,77
20170703;49,68
20170704;49,61
20170705;47,79
20170706;48,11
20170707;46,71
20170710;46,88
20170711;47,52
20170712;47,74
20170713;48,42
20170714;48,91
20170717;48,42
20170718;48,84
20170719;49,7
20170720;49,3
20170721;48,06
20170724;48,6
20170725;50,2
20170726;51,1
20170727;51,52
20170728;52,22
20170731;52,72
20170801;51,78
20170802;52,36
20170803;52,01
20170804;52,42
20170807;52,37
20170808;52,14
20170809;52,7
20170810;51,9
20170811;52,1
20170814;50,73
20170815;50,8
20170816;50,27
20170817;51,03
20170818;52,72
20170821;51,66
20170822;51,87
20170823;52,57
20170824;52,04
20170825;52,41
20170828;51,89
20170829;52
20170830;50,73
20170831;52,86
20170901;52,75
20170904;52,34
20170905;53,38
20170906;54,2
20170907;54,49
20170908;53,78
20170911;53,84
20170912;54,27
20170913;55,16
20170914;55,47
20170915;55,62
20170918;55,48
20170919;55,14
20170920;56,29
20170921;56,43
20170922;56,86
20170925;59,02
20170926;58,44
20170927;57,57
20170928;57,16
20170929;56,79
20171002;56,12
20171003;56
20171004;55,8
20171005;57
20171006;55,62
20171009;55,79
20171010;56,61
20171011;56,94
20171012;56,25
20171013;57,17
20171016;57,82
20171017;57,88
20171018;58,15
20171019;57,23
20171020;57,75
20171023;57,37
20171024;58,33
20171025;58,23
20171026;59,04
20171027;60,13
20171030;60,59
20171031;60,94
20171101;60,49
20171102;60,62
20171103;62,07
20171106;64,27
20171107;63,69
20171108;63,49
20171109;63,93
20171110;63,52
20171113;63,16
20171114;62,21
20171115;61,87
20171116;61,36
20171117;62,72
20171120;62,22
20171121;62,57
20171122;63,32
20171123;63,55
20171124;63,86
20171127;63,84
20171128;63,61
20171129;62,53
20171130;62,63
20171201;63,73
20171204;62,45
20171205;62,86
20171206;61,22
20171207;62,2
20171208;63,4
20171211;64,69
20171212;63,34
20171213;62,44
20171214;63,31
20171215;63,23
20171218;63,41
20171219;63,8
20171220;64,56
20171221;64,9
20171222;65,25
20171226;67,02
20171227;66,44
20171228;66,16
20171229;66,87
20180102;66,57
20180103;67,84
20180104;68,07
20180105;67,62
20180108;67,78
20180109;68,82
20180110;69,2
20180111;69,26
20180112;69,87
20180115;70,26
20180116;69,15
20180117;69,38
20180118;69,31
20180119;68,61
20180122;69,03
20180123;69,96
20180124;70,53
20180125;70,42
20180126;70,52
20180129;69,46
20180130;69,02
20180131;68,89
20180201;69,65
20180202;68,58
20180205;67,62
20180206;66,86
20180207;65,51
20180208;64,81
20180209;62,79
20180212;62,59
20180213;62,72
20180214;64,36
20180215;64,33
20180216;64,84
20180219;65,67
20180220;65,25
20180221;65,42
20180222;66,39
20180223;67,31
20180226;67,5
20180227;66,63
20180228;64,73
20180301;63,83
20180302;64,37
20180305;65,54
20180306;65,79
20180307;64,34
20180308;63,61
20180309;65,49
20180312;64,95
20180313;64,64
20180314;64,89
20180315;65,12
20180316;66,21
20180319;66,05
20180320;67,42
20180321;69,47
20180322;68,91
20180323;70,45
20180326;70,12
20180327;70,11
20180328;68,76
20180329;69,34
20180403;68,12
20180404;68,02
20180405;68,33
20180406;67,11
20180409;68,65
20180410;71,04
20180411;72,06
20180412;72,02
20180413;72,58
20180416;71,42
20180417;71,58
20180418;73,48
20180419;73,78
20180420;74,06
20180423;74,71
20180424;73,86
20180425;73,23
20180426;73,88
20180427;73,79
20180430;74,69
20180501;73,13
20180502;73,36
20180503;73,62
20180504;74,87
20180507;76,17
20180508;74,85
20180509;77,21
20180510;77,47
20180511;77,12
20180514;78,23
20180515;78,43
20180516;79,28
20180517;79,3
20180518;78,51
20180521;79,22
20180522;79,57
20180523;79,8
20180524;78,79
20180525;76,44
20180528;75,3
20180529;75,39
20180530;77,72
20180531;77,56
20180601;76,79
20180604;75,29
20180605;75,38
20180606;75,36
20180607;77,32
20180608;76,46
20180611;76,46
20180612;75,88
20180613;76,74
20180614;75,94
20180615;73,44
20180618;75,34
20180619;75,08
20180620;74,74
20180621;73,05
20180622;75,55
20180625;74,73
20180626;76,31
20180627;77,46
20180628;77,61
20180629;79,23
20180702;77,3
20180703;77,76
20180704;78,24
20180705;77,39
20180706;77,11
20180709;78,07
20180710;78,86
20180711;73,4
20180712;74,45
20180713;75,33
20180716;71,84
20180717;72,16
20180718;72,9
20180719;72,58
20180720;73,07
20180723;73,06
20180724;73,44
20180725;73,93
20180726;74,54
20180727;74,29
20180730;74,97
20180731;74,25
20180801;72,39
20180802;73,45
20180803;73,21
20180806;73,75
20180807;74,65
20180808;72,28
20180809;72,07
20180810;72,81
20180813;72,61
20180814;72,46
20180815;70,76
20180816;71,43
20180817;71,83
20180820;72,21
20180821;72,63
20180822;74,78
20180823;74,73
20180824;75,82
20180827;76,21
20180828;75,95
20180829;77,46
20180830;78,02
20180831;77,64
20180903;78,15
20180904;78,17
20180905;77,27
20180906;76,5
20180907;76,83
20180910;77,37
20180911;79,06
20180912;79,74
20180913;78,18
20180914;78,09
20180917;78,05
20180918;79,03
20180919;79,4
20180920;78,7
20180921;78,8
20180924;81,2
20180925;81,87
20180926;81,34
20180927;81,38
20180928;82,73
20181001;84,98
20181002;84,8
20181003;86,29
20181004;84,58
20181005;84,16
20181008;83,91
20181009;85
20181010;83,09
20181011;80,26
20181012;80,43
20181015;80,78
20181016;81,41
20181017;80,05
20181018;79,29
20181019;79,78
20181022;79,83
20181023;76,44
20181024;76,17
20181025;76,89
20181026;77,62
20181029;77,34
20181030;75,91
20181031;75,04
20181101;72,89
20181102;72,83
20181105;73,17
20181106;72,13
20181107;72,07
20181108;70,65
20181109;70,18
20181112;70,12
20181113;65,47
20181114;66,12
20181115;66,62
20181116;66,76
20181119;66,79
20181120;62,53
20181121;63,48
20181122;62,6
20181123;58,8
20181126;60,48
20181127;60,21
20181128;59,09
20181129;59,91
20181130;59,46
20181203;61,69
20181204;62,08
20181205;61,56
20181206;60,06
20181207;61,67
20181210;59,97
20181211;60,2
20181212;60,15
20181213;61,45
20181214;60,28
20181217;59,61
20181218;56,26
20181219;57,24
20181220;54,35
20181221;53,82
20181224;50,47
20181227;52,73
20181228;53,21
20181231;53,8
20190102;54,91
20190103;55,95
20190104;57,06
20190107;57,33
20190108;58,72
20190109;61,44
20190110;61,68
20190111;60,48
20190114;58,99
20190115;60,64
20190116;61,32
20190117;61,18
20190118;62,7
20190121;62,74
20190122;61,5
20190123;61,14
20190124;61,09
20190125;61,64
20190128;59,93
20190129;61,32
20190130;61,54
20190131;60,84
20190201;62,75
20190204;62,51
20190205;61,98
20190206;62,69
20190207;61,63
20190208;62,1
20190211;61,51
20190212;62,42
20190213;63,61
20190214;64,57
20190215;66,25
20190218;66,5
20190219;66,45
20190220;67,08
20190221;67,07
20190222;67,12
20190225;64,76
20190226;65,21
20190227;66,58
20190228;66,31
20190301;65,07
20190304;65,67
20190305;65,86
20190306;65,99
20190307;66,3
20190308;65,74
20190311;66,58
20190312;66,67
20190313;67,55
20190314;67,23
20190315;67,16
20190318;67,54
20190319;67,61
20190320;68,5
20190321;67,86
20190322;67,03
20190325;67,21
20190326;67,97
20190327;67,83
20190328;67,1
20190329;67,58
20190401;69,01
20190402;69,37
20190403;69,31
20190404;69,4
20190405;70,34
20190408;71,1
20190409;70,61
20190410;71,73
20190411;70,83
20190412;71,55
20190415;71,18
20190416;71,72
20190417;71,62
20190418;71,97
20190423;74,51
20190424;74,57
20190425;74,35
20190426;71,63
20190429;71,54
20190430;72,06
20190501;72,18
20190502;70,75
20190503;70,85
20190506;71,24
20190507;69,88
20190508;70,37
20190509;70,39
20190510;70,62
20190513;70,23
20190514;71,24
20190515;71,77
20190516;72,62
20190517;72,21
20190520;71,97
20190521;72,18
20190522;70,99
20190523;67,76
20190524;68,69
20190527;70,11
20190528;68,67
20190529;67,87
20190530;65,33
20190531;61,99
20190603;61,28
20190604;61,97
20190605;60,63
20190606;61,67
20190607;63,29
20190610;62,29
20190611;62,29
20190612;59,97
20190613;61,31
20190614;62,01
20190617;60,94
20190618;62,14
20190619;61,82
20190620;64,45
20190621;65,2
20190624;64,86
20190625;65,05
20190626;66,49
20190627;65,67
20190628;64,74
20190701;65,06
20190702;62,4
20190703;63,82
20190704;63,3
20190705;64,23
20190708;64,11
20190709;64,16
20190710;67,01
20190711;66,52
20190712;66,72
20190715;66,48
20190716;64,35
20190717;63,66
20190718;61,93
20190719;62,47
20190722;63,26
20190723;63,83
20190724;63,18
20190725;63,39
20190726;63,46
20190729;63,71
20190730;64,72
20190731;65,05
20190801;60,5
20190802;61,89
20190805;59,81
20190806;58,94
20190807;56,23
20190808;57,38
20190809;58,53
20190812;58,57
20190813;61,3
20190814;59,48
20190815;58,23
20190816;58,64
20190819;59,74
20190820;60,03
20190821;60,3
20190822;59,92
20190823;59,34
20190826;58,7
20190827;59,51
20190828;60,49
20190829;60,49
20190830;59,25
20190902;58,66
20190903;58,26
20190904;60,7
20190905;60,95
20190906;61,54
20190909;62,59
20190910;62,38
20190911;60,81
20190912;60,38
20190913;60,22
20190916;69,02
20190917;64,55
20190918;63,6
20190919;64,4
20190920;64,28
20190923;64,77
20190924;63,1
20190925;62,39
20190926;61,74
20190927;61,04
20190930;59,25
20191001;58,89
20191002;57,69
20191003;57,71
20191004;58,37
20191007;58,35
20191008;58,24
20191009;58,32
20191010;59,1
20191011;60,51
20191014;59,35
20191015;58,74
20191016;59,42
20191017;59,91
20191018;59,42
20191021;58,96
20191022;59,7
20191023;61,17
20191024;61,67
20191025;62,02
20191028;61,57
20191029;61,59
20191030;60,61
20191031;59,62
20191101;61,69
20191104;62,13
20191105;62,96
20191106;61,74
20191107;62,29
20191108;62,51
20191111;62,18
20191112;62,06
20191113;62,37
20191114;62,28
20191115;63,3
20191118;62,44
20191119;60,91
20191120;62,4
20191121;63,97
20191122;63,39
20191125;63,65
20191126;64,27
20191127;64,06
20191128;63,27
20191129;60,49
20191202;60,92
20191203;60,82
20191204;63
20191205;63,39
20191206;64,39
20191209;64,25
20191210;64,34
20191211;63,72
20191212;64,2
20191213;65,22
20191216;65,34
20191217;66,1
20191218;66,17
20191219;66,54
20191220;66,14
20191223;66,39
20191224;67,2
20191227;68,16
20191230;66,67
20200102;66,25
20200103;68,6
20200106;68,91
20200107;68,27
20200108;65,44
20200109;65,37
20200110;64,98
20200113;64,2
20200114;64,49
20200115;64
20200116;64,62
20200117;64,85
20200120;65,2
20200121;64,59
20200122;63,21
20200123;62,04
20200124;60,69
20200127;59,32
20200128;59,51
20200129;59,81
20200130;57,33
20200131;56,62
20200203;54,45
20200204;53,96
20200205;55,28
20200206;54,93
20200207;54,47
20200210;53,27
20200211;54,01
20200212;55,79
20200213;56,34
20200214;57,32
20200217;57,67
20200218;57,75
20200219;59,12
20200220;59,31
20200221;58,5
20200224;56,3
20200225;54,95
20200226;53,43
20200227;51,73
20200228;49,67
20200302;51,9
20200303;51,86
20200304;51,13
20200305;49,99
20200306;45,27
20200309;34,36
20200310;37,22
20200311;35,79
20200312;33,22
20200313;33,85
20200316;30,05
20200317;28,73
20200318;24,88
20200319;28,47
20200320;26,98
20200323;27,03
20200324;27,15
20200325;27,39
20200326;26,34
20200327;24,93
20200330;22,76
20200331;26,35
20200401;24,74
20200402;29,94
20200403;34,11
20200406;33,05
20200407;31,87
20200408;32,84
20200409;31,48
20200414;29,6
20200415;27,69
20200416;27,82
20200417;28,08
20200420;25,57
20200421;19,33
20200422;20,37
20200423;21,33
20200424;21,44
20200427;19,99
20200428;20,46
20200429;24,23
20200430;26,48
20200501;26,44
20200504;27,2
20200505;30,97
20200506;29,72
20200507;29,46
20200508;30,97
20200511;29,63
20200512;29,98
20200513;29,19
20200514;31,13
20200515;32,5
20200518;34,81
20200519;34,65
20200520;35,75
20200521;36,06
20200522;35,13
20200525;35,53
20200526;36,17
20200527;34,74
20200528;36,03
20200529;37,84
20200601;38,32
20200602;39,57
20200603;39,79
20200604;39,99
20200605;42,3
20200608;40,8
20200609;41,18
20200610;41,73
20200611;38,55
20200612;38,73
20200615;39,72
20200616;40,96
20200617;40,71
20200618;41,51
20200619;42,19
20200622;43,08
20200623;42,63
20200624;40,31
20200625;41,05
20200626;41,02
20200629;41,71
20200630;41,27
20200701;42,03
20200702;43,14
20200703;42,8
20200706;43,1
20200707;43,08
20200708;43,29
20200709;42,35
20200710;43,24
20200713;42,72
20200714;42,9
20200715;43,79
20200716;43,37
20200717;43,14
20200720;43,28
20200721;44,32
20200722;44,29
20200723;43,31
20200724;43,34
20200727;43,41
20200728;43,22
20200729;43,75
20200730;43,25
20200731;43,52
20200803;44,15
20200804;44,43
20200805;45,17
20200806;45,09
20200807;44,4