Date;Carbon F
20140116;5,15
20140117;5,15
20140120;5
20140121;5,11
20140122;5,2
20140123;5,1
20140124;5,34
20140127;5,45
20140128;5,6
20140129;5,57
20140130;5,78
20140131;5,59
20140203;5,91
20140204;5,91
20140205;6,16
20140206;6,54
20140207;6,52
20140210;6,49
20140211;6,33
20140212;6,44
20140213;6,47
20140214;6,68
20140217;6,9
20140218;6,84
20140219;7,01
20140220;7,08
20140221;7,23
20140224;7,1
20140225;6,31
20140226;6,58
20140227;6,59
20140228;7,15
20140303;6,7
20140304;6,9
20140305;6,86
20140306;6,88
20140307;6,98
20140310;6,97
20140311;6,9
20140312;6,58
20140313;6,51
20140314;6,37
20140317;5,95
20140318;5,83
20140319;6,06
20140320;6,08
20140321;6,25
20140324;5,93
20140325;5,93
20140326;5,87
20140327;5,24
20140328;4,4
20140331;4,7
20140401;5,1
20140402;4,89
20140403;4,91
20140404;4,74
20140407;5,03
20140408;4,91
20140409;4,99
20140410;5,17
20140411;5,37
20140414;5,29
20140415;5,59
20140416;5,51
20140417;5,6
20140422;5,73
20140423;5,72
20140424;5,77
20140425;5,12
20140428;5,26
20140429;5,46
20140430;5,46
20140501;5,46
20140502;5,24
20140505;5,27
20140506;5,28
20140507;5,18
20140508;5,19
20140509;5,3
20140512;5,36
20140513;5,34
20140514;5,16
20140515;4,83
20140516;4,85
20140519;4,75
20140520;4,89
20140521;5,17
20140522;5,21
20140523;5,17
20140526;5,14
20140527;5,22
20140528;5,25
20140529;5,25
20140530;5,1
20140602;5,19
20140603;5,48
20140604;5,44
20140605;5,58
20140606;5,48
20140609;5,57
20140610;5,53
20140611;5,4
20140612;5,59
20140613;5,71
20140616;5,68
20140617;5,75
20140618;5,7
20140619;5,59
20140620;5,7
20140623;5,84
20140624;5,79
20140625;5,75
20140626;5,75
20140627;5,81
20140630;5,86
20140701;6,05
20140702;6,11
20140703;6,03
20140704;5,69
20140707;5,58
20140708;5,77
20140709;5,83
20140710;5,7
20140711;5,76
20140714;5,9
20140715;5,96
20140716;6,06
20140717;6,17
20140718;6,02
20140721;6,08
20140722;6,19
20140723;6,19
20140724;6,07
20140725;6,15
20140728;6,21
20140729;6,05
20140730;6,15
20140731;6,23
20140801;6,29
20140804;6,25
20140805;6,22
20140806;6,23
20140807;5,96
20140808;5,99
20140811;6,15
20140812;6,13
20140813;6,25
20140814;6,25
20140815;6,4
20140818;6,36
20140819;6,46
20140820;6,44
20140821;6,37
20140822;6,38
20140825;6,35
20140826;6,32
20140827;6,38
20140828;6,46
20140829;6,41
20140901;6,42
20140902;6,41
20140903;6,34
20140904;6,13
20140905;6,28
20140908;6,29
20140909;6,14
20140910;6,1
20140911;6,12
20140912;6,06
20140915;5,93
20140916;5,81
20140917;5,9
20140918;5,99
20140919;6,03
20140922;6
20140923;5,67
20140924;5,82
20140925;5,82
20140926;5,93
20140929;5,77
20140930;5,84
20141001;5,81
20141002;5,69
20141003;5,68
20141006;5,68
20141007;5,73
20141008;6,05
20141009;6,12
20141010;6,04
20141013;6,06
20141014;6,08
20141015;6,15
20141016;6,21
20141017;6,13
20141020;6,14
20141021;6,18
20141022;6,23
20141023;6,34
20141024;6,41
20141027;6,29
20141028;6,16
20141029;6,42
20141030;6,42
20141031;6,35
20141103;6,58
20141104;6,49
20141105;6,65
20141106;6,63
20141107;6,76
20141110;6,72
20141111;6,8
20141112;6,85
20141113;6,79
20141114;6,62
20141117;6,9
20141118;7,02
20141119;7,04
20141120;6,96
20141121;7
20141124;7,05
20141125;7,12
20141126;7,19
20141127;7,09
20141128;7,04
20141201;7,07
20141202;6,85
20141203;6,89
20141204;6,84
20141205;6,66
20141208;6,66
20141209;6,74
20141210;6,65
20141211;6,83
20141212;6,75
20141215;6,98
20141216;7
20141217;7,07
20141218;7,12
20141219;7,16
20141222;7,19
20141223;7,34
20141224;7,46
20141229;7,34
20141230;7,3
20141231;7,34
20150102;7,09
20150105;6,99
20150106;6,86
20150107;6,87
20150108;6,9
20150109;6,8
20150112;6,8
20150113;7,38
20150114;7,25
20150115;7,21
20150116;7,22
20150119;7,3
20150120;7,25
20150121;7,41
20150122;6,84
20150123;6,88
20150126;6,93
20150127;6,91
20150128;7,02
20150129;7,12
20150130;7,15
20150202;7,2
20150203;7,13
20150204;7
20150205;7,07
20150206;7,02
20150209;6,99
20150210;7,18
20150211;7,31
20150212;7,47
20150213;7,71
20150216;7,72
20150217;7,54
20150218;7,56
20150219;7,41
20150220;7,38
20150223;7,76
20150224;7,52
20150225;7,45
20150226;7,12
20150227;7,15
20150302;7
20150303;6,78
20150304;7,08
20150305;6,8
20150306;6,85
20150309;6,73
20150310;6,87
20150311;6,81
20150312;6,46
20150313;6,51
20150316;6,54
20150317;6,78
20150318;6,79
20150319;6,72
20150320;7,09
20150323;7,09
20150324;7,08
20150325;7,01
20150326;6,99
20150327;6,81
20150330;6,93
20150331;6,97
20150401;7,19
20150402;7,19
20150407;7,15
20150408;7,16
20150409;7,05
20150410;6,98
20150413;6,84
20150414;6,84
20150415;6,89
20150416;6,91
20150417;6,88
20150420;7,17
20150421;7,12
20150422;7,12
20150423;7,29
20150424;7,32
20150427;7,19
20150428;7,39
20150429;7,5
20150430;7,43
20150501;7,52
20150504;7,62
20150505;7,59
20150506;7,57
20150507;7,47
20150508;7,57
20150511;7,66
20150512;7,63
20150513;7,68
20150514;7,59
20150515;7,62
20150518;7,63
20150519;7,4
20150520;7,38
20150521;7,33
20150522;7,34
20150525;7,39
20150526;7,26
20150527;7,21
20150528;7,22
20150529;7,36
20150601;7,28
20150602;7,48
20150603;7,52
20150604;7,43
20150605;7,44
20150608;7,48
20150609;7,6
20150610;7,62
20150611;7,54
20150612;7,64
20150615;7,55
20150616;7,45
20150617;7,5
20150618;7,48
20150619;7,44
20150622;7,5
20150623;7,52
20150624;7,51
20150625;7,61
20150626;7,55
20150629;7,37
20150630;7,46
20150701;7,5
20150702;7,46
20150703;7,45
20150706;7,39
20150707;7,47
20150708;7,46
20150709;7,49
20150710;7,62
20150713;7,8
20150714;7,74
20150715;7,77
20150716;7,67
20150717;7,75
20150720;7,99
20150721;7,97
20150722;7,97
20150723;8,09
20150724;8,02
20150727;8,03
20150728;8,03
20150729;8,07
20150730;7,89
20150731;7,88
20150803;7,96
20150804;7,91
20150805;7,84
20150806;7,85
20150807;7,79
20150810;7,93
20150811;8,1
20150812;8,2
20150813;8,2
20150814;8,33
20150817;8,25
20150818;8,28
20150819;8,35
20150820;8,37
20150821;8,21
20150824;8,18
20150825;8,26
20150826;8,11
20150827;8,05
20150828;8,12
20150831;8,08
20150901;8,02
20150902;8,13
20150903;8,18
20150904;8,1
20150907;8,09
20150908;8,25
20150909;8,28
20150910;8,29
20150911;8,27
20150914;8,24
20150915;8,18
20150916;8,24
20150917;8,24
20150918;8,12
20150921;7,99
20150922;8,03
20150923;8,08
20150924;8,01
20150925;8
20150928;7,92
20150929;7,98
20150930;8,15
20151001;8,17
20151002;8,15
20151005;8,21
20151006;8,22
20151007;8,11
20151008;8,13
20151009;8,35
20151012;8,3
20151013;8,33
20151014;8,44
20151015;8,43
20151016;8,39
20151019;8,35
20151020;8,47
20151021;8,45
20151022;8,48
20151023;8,63
20151026;8,66
20151027;8,61
20151028;8,57
20151029;8,68
20151030;8,64
20151102;8,6
20151103;8,45
20151104;8,4
20151105;8,47
20151106;8,41
20151109;8,32
20151110;8,44
20151112;8,37
20151113;8,39
20151116;8,53
20151117;8,61
20151118;8,58
20151119;8,63
20151120;8,51
20151123;8,56
20151124;8,65
20151125;8,62
20151126;8,58
20151127;8,58
20151130;8,58
20151201;8,56
20151202;8,48
20151203;8,59
20151204;8,52
20151207;8,41
20151208;8,41
20151209;8,48
20151210;8,43
20151211;8,14
20151214;8,15
20151215;8,26
20151216;8,2
20151217;8,14
20151218;8,13
20151221;8,26
20151222;8,32
20151223;8,29
20151228;8,38
20151229;8,34
20151230;8,28
20160104;8,11
20160105;8,06
20160106;7,81
20160107;7,6
20160108;7,46
20160111;7,17
20160112;7,15
20160113;7,29
20160114;7,13
20160115;6,72
20160118;6,76
20160119;6,86
20160120;6,36
20160121;6,21
20160122;6,36
20160125;5,91
20160126;6,1
20160127;5,93
20160128;6,09
20160129;6,07
20160201;5,71
20160202;5,84
20160203;5,64
20160204;5,62
20160205;5,57
20160208;5,25
20160209;4,97
20160210;4,89
20160211;4,75
20160212;5,07
20160215;4,81
20160216;4,7
20160217;5,1
20160218;5,26
20160219;5,17
20160222;5,42
20160223;4,91
20160224;4,87
20160225;5,08
20160226;5
20160229;5,01
20160301;5
20160302;4,97
20160303;4,9
20160304;4,93
20160307;5,1
20160308;5,03
20160309;5,09
20160310;4,92
20160311;5
20160314;4,88
20160315;4,87
20160316;4,97
20160317;5,01
20160318;4,95
20160321;4,88
20160322;4,83
20160323;4,81
20160324;4,86
20160329;4,79
20160330;4,97
20160331;5,22
20160401;5,18
20160404;5,33
20160405;5,24
20160406;5,31
20160407;5,28
20160408;5,42
20160411;5,58
20160412;5,59
20160413;5,54
20160414;5,61
20160415;5,48
20160418;5,47
20160419;5,57
20160420;5,55
20160421;5,75
20160422;5,97
20160425;5,9
20160426;6,62
20160427;6,84
20160428;6,34
20160429;6,18
20160502;6,11
20160503;5,99
20160504;6,13
20160505;6,2
20160506;5,86
20160509;5,7
20160510;5,9
20160511;6,02
20160512;5,81
20160513;5,85
20160516;6,11
20160517;6,05
20160518;6,06
20160519;6
20160520;5,97
20160523;5,74
20160524;5,8
20160525;5,87
20160526;6,03
20160527;6,04
20160530;6,12
20160531;6,1
20160601;5,97
20160602;6,03
20160603;5,95
20160606;6,21
20160607;6,12
20160608;6,11
20160609;6,12
20160610;5,96
20160613;5,86
20160614;5,86
20160615;5,91
20160616;5,71
20160617;5,67
20160620;5,86
20160621;5,56
20160622;5,69
20160623;5,65
20160624;4,96
20160627;4,77
20160628;4,69
20160629;4,52
20160630;4,47
20160701;4,62
20160704;4,97
20160705;4,71
20160706;4,59
20160707;4,58
20160708;4,55
20160711;4,43
20160712;4,63
20160713;4,79
20160714;4,78
20160715;4,93
20160718;4,85
20160719;4,67
20160720;4,69
20160721;4,66
20160722;4,57
20160725;4,6
20160726;4,52
20160727;4,54
20160728;4,49
20160729;4,43
20160801;4,38
20160802;4,42
20160803;4,64
20160804;4,7
20160805;4,73
20160808;4,95
20160809;4,88
20160810;4,77
20160811;4,88
20160812;4,9
20160815;4,81
20160816;4,7
20160817;4,49
20160818;4,69
20160819;4,77
20160822;4,9
20160823;4,71
20160824;4,61
20160825;4,71
20160826;4,7
20160829;4,7
20160830;4,55
20160831;4,47
20160901;4,38
20160902;4,08
20160905;3,93
20160906;4,13
20160907;4,01
20160908;4,08
20160909;4,08
20160912;4,03
20160913;4,03
20160914;3,98
20160915;4,14
20160916;4,36
20160919;4,4
20160920;4,16
20160921;4,21
20160922;4,42
20160923;4,54
20160926;4,62
20160927;4,43
20160928;4,95
20160929;5,02
20160930;4,96
20161003;5,31
20161004;5,21
20161005;5,48
20161006;5,86
20161007;5,69
20161010;5,66
20161011;5,43
20161012;5,52
20161013;5,65
20161014;5,81
20161017;5,87
20161018;5,95
20161019;5,67
20161020;5,58
20161021;5,89
20161024;5,81
20161025;5,81
20161026;5,94
20161027;5,81
20161028;5,88
20161031;5,9
20161101;6,03
20161102;6,24
20161103;6,5
20161104;6,41
20161107;6,23
20161108;6,15
20161109;6,13
20161110;5,92
20161111;5,67
20161114;5,41
20161115;5,74
20161116;5,55
20161117;5,9
20161118;5,58
20161121;5,48
20161122;5,51
20161123;5,39
20161124;5,34
20161125;5
20161128;4,74
20161129;4,56
20161130;4,58
20161201;4,46
20161202;4,3
20161205;4,37
20161206;4,5
20161207;4,3
20161208;4,61
20161209;4,46
20161212;4,87
20161213;4,79
20161214;5,04
20161215;4,86
20161216;4,95
20161219;5,12
20161220;5,25
20161221;5,82
20161222;6,09
20161223;6,24
20161227;6,34
20161228;6,34
20161229;6,37
20161230;6,57
20170103;5,44
20170104;5,73
20170105;5,3
20170106;5,05
20170109;5,28
20170110;5,52
20170111;5,53
20170112;5,05
20170113;5,05
20170116;4,7
20170117;5
20170118;4,84
20170119;5,2
20170120;5,43
20170123;5,33
20170124;5,09
20170125;4,98
20170126;5,2
20170127;4,92
20170130;5,17
20170131;5,36
20170201;5,28
20170202;5,23
20170203;5,16
20170206;5,1
20170207;5,17
20170208;5,22
20170209;5,29
20170210;5,12
20170213;4,9
20170214;5,13
20170215;5,07
20170216;4,94
20170217;4,98
20170220;5,09
20170221;5,05
20170222;5,07
20170223;5,35
20170224;5,39
20170227;5,2
20170228;5,24
20170301;5,91
20170302;5,47
20170303;5,6
20170306;5,49
20170307;5,38
20170308;5,24
20170309;5,13
20170310;5,17
20170313;5,16
20170314;5,11
20170315;5,2
20170316;5,15
20170317;5,14
20170320;4,99
20170321;4,94
20170322;4,97
20170323;4,98
20170324;4,77
20170327;4,63
20170328;4,74
20170329;4,76
20170330;4,92
20170331;4,69
20170403;4,87
20170404;4,65
20170405;4,82
20170406;5,06
20170407;4,89
20170410;4,79
20170411;4,87
20170412;4,93
20170413;4,95
20170418;4,86
20170419;4,83
20170420;4,75
20170421;4,57
20170424;4,64
20170425;4,5
20170426;4,61
20170427;4,55
20170428;4,57
20170502;4,45
20170503;4,4
20170504;4,52
20170505;4,58
20170508;4,42
20170509;4,52
20170510;4,45
20170511;4,35
20170512;4,46
20170515;4,39
20170516;4,54
20170517;4,58
20170518;4,76
20170519;4,85
20170522;4,91
20170523;4,75
20170524;4,91
20170525;4,98
20170526;5,19
20170529;5,17
20170530;5,14
20170531;4,98
20170601;5,08
20170602;5,16
20170605;5,17
20170606;4,97
20170607;4,88
20170608;5,05
20170609;5,04
20170612;4,92
20170613;5,01
20170614;4,94
20170615;4,96
20170616;4,88
20170619;4,93
20170620;4,95
20170621;4,88
20170622;4,86
20170623;4,87
20170626;4,78
20170627;4,94
20170628;4,94
20170629;5,07
20170630;5,03
20170703;5,14
20170704;5,12
20170705;5,04
20170706;5,24
20170707;5,34
20170710;5,4
20170711;5,33
20170712;5,48
20170713;5,36
20170714;5,42
20170717;5,44
20170718;5,46
20170719;5,39
20170720;5,3
20170721;5,09
20170724;5,14
20170725;5,16
20170726;5,25
20170727;5,14
20170728;5,18
20170731;5,23
20170801;5,3
20170802;5,43
20170803;5,43
20170804;5,35
20170807;5,27
20170808;5,27
20170809;5,37
20170810;5,37
20170811;5,39
20170814;5,52
20170815;5,53
20170816;5,8
20170817;5,81
20170818;5,82
20170821;5,75
20170822;5,78
20170823;5,95
20170824;5,95
20170825;6,09
20170828;6,1
20170829;6,04
20170830;6,03
20170831;5,94
20170901;5,83
20170904;5,92
20170905;6,5
20170906;6,7
20170907;6,9
20170908;7,07
20170911;6,88
20170912;6,87
20170913;7,1
20170914;7,1
20170915;6,95
20170918;6,73
20170919;7,03
20170920;6,91
20170921;6,56
20170922;6,65
20170925;7,28
20170926;6,98
20170927;6,93
20170928;6,96
20170929;7,07
20171002;6,94
20171003;7
20171004;6,9
20171005;6,89
20171006;7
20171009;6,96
20171010;7,39
20171011;7,38
20171012;7,41
20171013;7,32
20171016;7,36
20171017;7,42
20171018;7,81
20171019;7,65
20171020;7,57
20171023;7,44
20171024;7,47
20171025;7,4
20171026;7,2
20171027;7,17
20171030;7,14
20171031;7,37
20171101;7,51
20171102;7,66
20171103;7,88
20171106;7,92
20171107;7,75
20171108;7,72
20171109;7,55
20171110;7,4
20171113;7,35
20171114;7,39
20171115;7,69
20171116;7,5
20171117;7,48
20171120;7,44
20171121;7,39
20171122;7,37
20171123;7,66
20171124;7,77
20171127;7,7
20171128;7,59
20171129;7,7
20171130;7,53
20171201;7,68
20171204;7,55
20171205;7,43
20171206;7,27
20171207;7,35
20171208;7,14
20171211;7,2
20171212;7,14
20171213;7,11
20171214;7,13
20171215;7,21
20171218;7,43
20171219;7,54
20171220;7,81
20171221;8,02
20171222;8,19
20171226;8,19
20171227;8,17
20171228;8,21
20171229;8,18
20180102;7,81
20180103;7,83
20180104;7,77
20180105;7,78
20180108;7,66
20180109;7,78
20180110;7,89
20180111;7,82
20180112;7,86
20180115;7,8
20180116;8,05
20180117;8,18
20180118;8,49
20180119;8,76
20180122;8,75
20180123;9,01
20180124;9,46
20180125;9,24
20180126;9,09
20180129;9
20180130;8,88
20180131;9,28
20180201;9,27
20180202;8,96
20180205;9,07
20180206;8,8
20180207;8,99
20180208;9,12
20180209;9,23
20180212;9,48
20180213;9,9
20180214;9,6
20180215;9,54
20180216;9,52
20180219;9,88
20180220;9,72
20180221;9,56
20180222;9,72
20180223;9,81
20180226;9,63
20180227;10,15
20180228;10,1
20180301;9,99
20180302;10,14
20180305;10,36
20180306;10,47
20180307;10,64
20180308;11,12
20180309;11,12
20180312;11,08
20180313;11,4
20180314;11,18
20180315;11,19
20180316;11,17
20180319;11,06
20180320;11,55
20180321;12,65
20180322;12,34
20180323;12,61
20180326;12,99
20180327;13,68
20180328;12,99
20180329;13,28
20180403;13,3
20180404;13,06
20180405;12,64
20180406;12,99
20180409;13,33
20180410;13,38
20180411;13,43
20180412;13,59
20180413;13,94
20180416;14
20180417;13,74
20180418;13,89
20180419;13,46
20180420;13,05
20180423;12,89
20180424;13,23
20180425;13,26
20180426;13,49
20180427;13,56
20180430;13,59
20180501;13,39
20180502;13,06
20180503;12,96
20180504;13,02
20180507;13,62
20180508;13,6
20180509;14
20180510;14,61
20180511;14,63
20180514;14,64
20180515;14,32
20180516;15,18
20180517;15,3
20180518;15,25
20180521;15,56
20180522;15,95
20180523;16,01
20180524;16,29
20180525;16
20180528;16,31
20180529;16,3
20180530;15,84
20180531;14,91
20180601;15,29
20180604;16,13
20180605;15,77
20180606;15,93
20180607;16
20180608;15,82
20180611;15,49
20180612;15,15
20180613;15,31
20180614;14,91
20180615;14,53
20180618;14,6
20180619;14,24
20180620;14,5
20180621;14,81
20180622;15,12
20180625;15,03
20180626;15,03
20180627;15,26
20180628;15
20180629;14,99
20180702;15,07
20180703;15,1
20180704;15,52
20180705;15,68
20180706;15,7
20180709;16
20180710;16,05
20180711;16,32
20180712;16,09
20180713;16,06
20180716;15,93
20180717;16,08
20180718;16,41
20180719;16,86
20180720;17,07
20180723;17,39
20180724;17,1
20180725;17,34
20180726;17,29
20180727;17,12
20180730;17,05
20180731;17,4
20180801;17,78
20180802;17,64
20180803;17,68
20180806;17,57
20180807;17,51
20180808;17,4
20180809;17,6
20180810;17,89
20180813;18,06
20180814;18,16
20180815;18,09
20180816;17,99
20180817;18,14
20180820;18,49
20180821;19,31
20180822;19,8
20180823;20,38
20180824;20,69
20180827;21,3
20180828;20,69
20180829;21,06
20180830;21,16
20180831;21,09
20180903;20,17
20180904;20,18
20180905;20,37
20180906;21,47
20180907;23,22
20180910;25,23
20180911;24,18
20180912;22,95
20180913;18,9
20180914;19,97
20180917;20,94
20180918;20,23
20180919;21,47
20180920;22,03
20180921;22,13
20180924;22,43
20180925;21,25
20180926;20,24
20180927;20,83
20180928;21,21
20181001;21,37
20181002;20,98
20181003;21,18
20181004;21,34
20181005;22,16
20181008;21,94
20181009;20,79
20181010;19,46
20181011;19,87
20181012;20,37
20181015;18,58
20181016;19,29
20181017;19,27
20181018;19,74
20181019;19,71
20181022;19
20181023;19,23
20181024;19,61
20181025;19,08
20181026;18,28
20181029;16,68
20181030;16,02
20181031;16,36
20181101;15,62
20181102;17,08
20181105;17,23
20181106;17,57
20181107;18,62
20181108;19,56
20181109;19,5
20181112;20,5
20181113;20,14
20181114;19,73
20181115;19
20181116;19,11
20181119;18,93
20181120;19,46
20181121;20,49
20181122;20,92
20181123;20,21
20181126;19,83
20181127;19,6
20181128;19,29
20181129;20,02
20181130;20,5
20181203;20,63
20181204;20,73
20181205;19,67
20181206;19,99
20181207;20,29
20181210;20,86
20181211;20,16
20181212;21,47
20181213;22,67
20181214;23,72
20181217;24,6
20181218;24,33
20181219;24,62
20181220;24,47
20181221;24,92
20181224;25,18
20181227;25,01
20181228;24,98
20181231;25,01
20190102;25,31
20190103;23,32
20190104;23,73
20190107;22,25
20190108;22,84
20190109;22,03
20190110;22,11
20190111;22,74
20190114;22,55
20190115;22,62
20190116;23,4
20190117;23,67
20190118;24,86
20190121;24,47
20190122;25,21
20190123;24,72
20190124;24,07
20190125;23,93
20190128;22,77
20190129;23,39
20190130;23,06
20190131;22,3
20190201;21,99
20190204;23,06
20190205;23,17
20190206;23,7
20190207;23,48
20190208;22,37
20190211;22,4
20190212;20,7
20190213;20,94
20190214;19,78
20190215;20,42
20190218;20,01
20190219;20,21
20190220;20,48
20190221;18,8
20190222;18,94
20190225;19,24
20190226;19,66
20190227;21,27
20190228;21,69
20190301;22,28
20190304;23,13
20190305;22,94
20190306;22,13
20190307;23,27
20190308;23,02
20190311;22,28
20190312;22,33
20190313;22,28
20190314;22,74
20190315;22,47
20190318;21,82
20190319;21,12
20190320;21,64
20190321;20,94
20190322;20,67
20190325;20,94
20190326;21,54
20190327;21,85
20190328;22,26
20190329;21,54
20190401;21,91
20190402;22,01
20190403;23,16
20190404;24,44
20190405;24,6
20190408;24,31
20190409;25,53
20190410;26,13
20190411;27,32
20190412;26,58
20190415;26,81
20190416;27
20190417;27,46
20190418;26,89
20190423;27,53
20190424;27,4
20190425;27,28
20190426;25,85
20190429;26,38
20190430;26,29
20190501;25,78
20190502;24,7
20190503;25,2
20190506;25,33
20190507;26,4
20190508;26,91
20190509;26,5
20190510;25,62
20190513;25,03
20190514;25,89
20190515;25,97
20190516;25,57
20190517;25
20190520;25,2
20190521;25,38
20190522;26,37
20190523;26,06
20190524;25,47
20190527;25,59
20190528;25,48
20190529;25,53
20190530;25,3
20190531;24,46
20190603;23,74
20190604;24,56
20190605;24,25
20190606;23,98
20190607;24,51
20190610;25,2
20190611;24,98
20190612;24,82
20190613;24,96
20190614;25,05
20190617;25,02
20190618;25,12
20190619;24,96
20190620;25,1
20190621;25,3
20190624;26,37
20190625;26,41
20190626;27,39
20190627;26,89
20190628;26,28
20190701;26,92
20190702;26,72
20190703;26,51
20190704;26,01
20190705;26,38
20190708;26,81
20190709;26,56
20190710;28,19
20190711;28,29
20190712;28,79
20190715;29,05
20190716;28,47
20190717;28,47
20190718;27,78
20190719;28,89
20190722;28,99
20190723;29,81
20190724;29,19
20190725;29,02
20190726;28,29
20190729;28,42
20190730;27,9
20190731;27,98
20190801;29,45
20190802;29,26
20190805;28,7
20190806;28,41
20190807;28,28
20190808;28,53
20190809;28,12
20190812;26,7
20190813;27,1
20190814;26,91
20190815;25,98
20190816;25,96
20190819;26,56
20190820;26,25
20190821;26,02
20190822;25,66
20190823;25,1
20190826;25,83
20190827;25,41
20190828;26,01
20190829;26,46
20190830;26,32
20190902;25,19
20190903;25,23
20190904;25,52
20190905;25,53
20190906;25,08
20190909;25,02
20190910;26,72
20190911;26,27
20190912;26,43
20190913;26,38
20190916;27,04
20190917;26,22
20190918;25,45
20190919;25,95
20190920;26,53
20190923;25,8
20190924;25,54
20190925;25,21
20190926;25,64
20190927;25,3
20190930;24,72
20191001;25,04
20191002;24,19
20191003;23,24
20191004;22,94
20191007;23,41
20191008;22,53
20191009;22,65
20191010;23,26
20191011;24,44
20191014;24,15
20191015;25,71
20191016;26,3
20191017;26,06
20191018;25,88
20191021;25,93
20191022;25,66
20191023;24,75
20191024;25,44
20191025;24,97
20191028;25,12
20191029;25,45
20191030;26
20191031;25,61
20191101;25,29
20191104;25,63
20191105;25,51
20191106;24,79
20191107;24,94
20191108;24,84
20191111;24,93
20191112;24,12
20191113;24,39
20191114;23,96
20191115;23,85
20191118;23,39
20191119;23,44
20191120;24,03
20191121;23,94
20191122;24,58
20191125;24,44
20191126;24,38
20191127;25,11
20191128;25,01
20191129;25,22
20191202;24,33
20191203;24
20191204;24,74
20191205;24,69
20191206;24,94
20191209;25,13
20191210;24,94
20191211;24,48
20191212;25,07
20191213;24,17
20191216;25,01
20191217;26,07
20191218;26,58
20191219;26,85
20191220;26,67
20191223;26,54
20191224;26,08
20191227;26,7
20191230;25,09
20200102;24,39
20200103;24,98
20200106;24,23
20200107;24,55
20200108;24,08
20200109;24,67
20200110;24,21
20200113;24,14
20200114;23,84
20200115;24,51
20200116;24,85
20200117;25,44
20200120;25,17
20200121;24,92
20200122;25,01
20200123;24,7
20200124;24,38
20200127;24,59
20200128;24,65
20200129;23,99
20200130;23,74
20200131;23,88
20200203;23,21
20200204;23,36
20200205;23,77
20200206;23,56
20200207;23,32
20200210;23,16
20200211;23,3
20200212;23,88
20200213;24,4
20200214;24,29
20200217;25,05
20200218;25,14
20200219;25,71
20200220;25,64
20200221;25,61
20200224;24,57
20200225;24,18
20200226;24,26
20200227;23,6
20200228;23,61
20200302;23,52
20200303;23,36
20200304;23,83
20200305;23,81
20200306;23,42
20200309;23,28
20200310;24,1
20200311;23,92
20200312;22,52
20200313;21,94
20200316;19,47
20200317;18,31
20200318;15,3
20200319;16,39
20200320;16,11
20200323;15,54
20200324;16,78
20200325;17,51
20200326;17,35
20200327;16,39
20200330;17,06
20200331;17,68
20200401;17,08
20200402;18,06
20200403;17,96
20200406;20,4
20200407;20,51
20200408;21,14
20200409;21,08
20200414;19,81
20200415;19,25
20200416;20,94
20200417;21,7
20200420;21,38
20200421;19,85
20200422;20,66
20200423;21,03
20200424;20,74
20200427;20,28
20200428;20,21
20200429;20,19
20200430;19,57
20200501;18,97
20200504;19,35
20200505;19,09
20200506;19
20200507;19,54
20200508;19,35
20200511;19,07
20200512;18,52
20200513;18,67
20200514;18,84
20200515;19,17
20200518;20,34
20200519;19,97
20200520;21,26
20200521;21,18
20200522;21,4
20200525;21,59
20200526;21,6
20200527;21,33
20200528;21,26
20200529;21,4
20200601;20,97
20200602;22,07
20200603;22,08
20200604;22,21
20200605;23,24
20200608;22,71
20200609;22,48
20200610;22,91
20200611;22,27
20200612;22
20200615;22,16
20200616;22,78
20200617;22,75
20200618;24,47
20200619;24,16
20200622;24,53
20200623;25,41
20200624;25,4
20200625;25,18
20200626;24,73
20200629;26,63
20200630;26,97
20200701;27,71
20200702;27,37
20200703;27,91
20200706;29,7
20200707;29,39
20200708;29,32
20200709;28,61
20200710;29,02
20200713;29,35
20200714;29,64
20200715;28,85
20200716;26,61
20200717;27,82
20200720;26,17
20200721;26,61
20200722;26,63
20200723;27,33
20200724;26,37
20200727;25,01
20200728;25,74
20200729;26,19
20200730;25,54
20200731;26,28
20200803;26,13
20200804;26,83
20200805;26,77
20200806;26,39
20200807;26,42